Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Sound of Freedom,2023,"Biography, Crime, Drama","$184,178,046",14.5,68.7577,Santa Fe Films,250.6,131,76.0,57.0,36.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Encanto,2021,"Animation, Comedy, Family","$96,093,622",135.0,25.298,"Walt Disney Animation Studios,Walt Disney Pictures",261.289554,102,72.0,,75.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Never Let Go,2024,"Horror, Thriller","$10,306,106",20.0,10.5079,"Lionsgate,21 Laps Entertainment,Media Capital Technologies,HalleHolly,Summit Entertainment,Firstep",21.768945,101,54.0,58.0,55.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Godzilla x Kong: The New Empire,2024,"Action, Adventure, Fantasy","$196,350,016",150.0,27.4884,Legendary Pictures,571.750016,115,60.0,54.0,47.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Adam,2022,"Action, Adventure, Fantasy","$168,152,111",200.0,22.0664,"New Line Cinema,Flynn Picture Company,DC Films,Seven Bucks Productions,Warner Bros. Pictures",393.452111,125,62.0,39.0,41.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doctor Strange in the Multiverse of Madness,2022,"Action, Adventure, Fantasy","$411,331,607",200.0,25.1837,"Marvel Studios,Kevin Feige Productions",955.775804,126,69.0,74.0,60.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Voyage of the Demeter,2023,"Fantasy, Horror, Thriller","$13,637,180",45.0,8.6809,"Phoenix Pictures,DreamWorks Pictures,Wise Owl Media,Reliance Entertainment,Studio Babelsberg,StoryWorks Productions",21.6,119,61.0,,52.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
The Boy and the Heron,2023,"Animation, Adventure, Drama","$46,832,867",50.0,24.1734,Studio Ghibli,294.2,124,74.0,96.0,91.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Unbearable Weight of Massive Talent,2022,"Action, Comedy, Crime","$20,300,157",30.0,7.2802,"Saturn Films,Burr! Productions",29.11632,107,70.0,87.0,68.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Rise of the Beasts,2023,"Action, Adventure, Sci-Fi","$157,341,749",195.0,25.745,"Skydance Media,Paramount Pictures,di Bonaventura Pictures,Bay Films,New Republic Pictures,DeSanto/Murphy Productions,Hasbro",441.381193,127,60.0,51.0,42.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I Saw the TV Glow,2024,"Drama, Horror","$5,017,817",10.0,10.4447,"A24,Fruit Tree,Smudge Films,Hypnic Jerk,Access Entertainment",5.396508,100,58.0,84.0,86.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Watchers,2024,"Fantasy, Horror, Mystery","$19,071,404",30.0,6.4592,"Blinding Edge Pictures,Inimitable Pictures,Fís Éireann/Screen Ireland",51.147812,102,57.0,33.0,46.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Shazam! Fury of the Gods,2023,"Action, Adventure, Comedy","$57,638,006",125.0,15.3229,"New Line Cinema,The Safran Company,DC Films",134.038006,130,59.0,49.0,47.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shang-Chi and the Legend of the Ten Rings,2021,"Action, Adventure, Fantasy","$224,543,292",150.0,20.7962,Marvel Studios,432.243292,132,73.0,92.0,71.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters: Frozen Empire,2024,"Adventure, Comedy, Fantasy","$113,376,590",100.0,12.7386,"Ghost Corps,Columbia Pictures",201.967521,115,61.0,42.0,46.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F9: The Fast Saga,2021,"Action, Crime, Thriller","$173,005,945",200.0,7.9554,"Original Film,One Race,Perfect Storm Entertainment,Universal Pictures,Roth-Kirschenbaum Films",726.229501,143,52.0,59.0,58.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Flash,2023,"Action, Adventure, Fantasy","$108,133,313",220.0,21.2941,"Warner Bros. Pictures,Double Dream,The Disco Factory,DC Films",271.333313,144,66.0,63.0,55.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Old,2021,"Drama, Horror, Mystery","$48,276,510",18.0,11.0039,"Universal Pictures,Perfect World Pictures,Blinding Edge Pictures",90.14651,108,58.0,50.0,55.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Banshees of Inisherin,2022,"Comedy, Drama","$10,582,266",20.0,8.2048,"Searchlight Pictures,Blueprint Pictures,Film4 Productions,TSG Entertainment",49.3,114,77.0,96.0,87.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomy of a Fall,2023,"Crime, Drama, Thriller","$5,076,369",6.7,10.3337,"Les Films de Pierre,Les Films Pelléas,France 2 Cinéma,Auvergne-Rhône-Alpes Cinéma",35.634133,151,77.0,96.0,86.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Immaculate,2024,"Horror, Thriller","$15,671,307",9.0,7.6405,"Black Bear Pictures,Fifty-Fifty Films,Middle Child Films",35.340015,89,58.0,71.0,57.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Marvels,2023,"Action, Adventure, Sci-Fi","$84,500,223",274.8,16.4958,"Marvel Studios,Kevin Feige Productions",207.089999,105,55.0,62.0,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Monkey Man,2024,"Action, Crime, Thriller","$25,116,955",10.0,7.6609,"Thunder Road,Bron Studios,Monkeypaw Productions,Minor Realm,Creative Wealth Media Finance,S'YA Concept",35.271631,121,68.0,89.0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Equalizer 3,2023,"Action, Crime, Thriller","$92,373,751",70.0,18.2816,"Columbia Pictures,Eagle Pictures,Escape Artists,ZHIV Productions",191.06756,109,68.0,76.0,58.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fantastic Beasts: The Secrets of Dumbledore,2022,"Adventure, Fantasy","$95,850,844",200.0,10.0366,"Warner Bros. Pictures,Heyday Films",407.2,142,62.0,46.0,47.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gran Turismo,2023,"Action, Adventure, Drama","$44,428,554",60.0,13.9751,"PlayStation Productions,2.0 Entertainment,Columbia Pictures",121.7,135,71.0,,48.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost City,2022,"Action, Adventure, Comedy","$105,344,029",74.0,11.2662,"Fortis Films,3dot Productions,Exhibit A",192.907684,112,61.0,79.0,60.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead,2024,"Action, Drama, Thriller","$20,811,864",5.0,43.6007,"Angel Studios,Black Autumn Show,Skies Fall Media Group,Radiate Films,2521 Entertainment",20.811864,111,54.0,46.0,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Creator,2023,"Action, Adventure, Drama","$40,774,679",80.0,12.3002,"New Regency Pictures,Entertainment One,Regency Enterprises,Bad Dreams Productions",104.272136,134,67.0,68.0,63.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elemental,2023,"Animation, Adventure, Comedy","$154,426,697",200.0,23.2152,"Walt Disney Pictures,Pixar",496.444308,102,70.0,73.0,58.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Is Afraid,2023,"Comedy, Drama, Horror","$8,176,562",35.0,8.6403,"A24,Square Peg,IPR.VC,Access Entertainment",12.337378,179,67.0,68.0,63.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Scream,2022,"Horror, Mystery, Thriller","$81,641,405",24.0,18.5637,"Paramount Pictures,Project X Entertainment,Radio Silence,Spyglass Media Group",137.743924,114,63.0,76.0,60.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Sonic the Hedgehog 2,2022,"Action, Adventure, Comedy","$190,872,904",110.0,28.5791,"Original Film,Blur Studio,Marza Animation Planet,Paramount Pictures,SEGA,SEGA of America",405.421518,123,65.0,69.0,47.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plane,2023,"Action, Adventure, Thriller","$32,111,181",25.0,9.9276,"MadRiver Pictures,di Bonaventura Pictures,G-BASE,Olive Hill Media,Riverstone Pictures",74.515586,107,65.0,79.0,62.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nickel Boys,2024,Drama,"$2,858,346",23.2,13.6881,"Orion Pictures,Plan B Entertainment,Louverture Films,Anonymous Content",3.01638,140,70.0,91.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drive-Away Dolls,2024,"Action, Comedy, Thriller","$5,028,215",8.0,8.3221,"Focus Features,Working Title Films",7.935363,84,54.0,63.0,56.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DogMan,2023,"Action, Crime, Drama","$76,395",22.7,18.5164,"EuropaCorp,LBP,TF1 Films Production,Mediamax Films,Kinology,TF1,Canal+,Ciné+,TMC",4.082217,115,68.0,59.0,45.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nightbitch,2024,"Comedy, Horror",,20.0,9.7178,"Annapurna Pictures,Bond Group Entertainment,Defiant By Nature,Archer Gray",0.170737,98,56.0,59.0,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
White Bird,2023,"Biography, Drama, Family","$5,069,171",20.0,8.2516,"Participant,Mandeville Films,2DUX²,Kingdom Story Company,Lionsgate,Media Capital Technologies",8.799528,121,73.0,76.0,54.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Venom: Let There Be Carnage,2021,"Action, Sci-Fi, Thriller","$213,550,366",110.0,18.3614,"Columbia Pictures,Pascal Pictures,Matt Tolmach Productions,Arad Productions",506.863592,97,59.0,58.0,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Evil Dead Rise,2023,Horror,"$67,233,054",15.0,15.5658,"New Line Cinema,Pacific Renaissance Pictures,Renaissance Pictures,Ghost House Pictures,Wild Atlantic Pictures",147.156372,96,65.0,84.0,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sing 2,2021,"Animation, Adventure, Comedy","$162,790,990",85.0,20.1972,"Universal Pictures,Illumination",408.402685,109,73.0,72.0,49.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasure,2021,Drama,"$106,789",1.8,26.8647,"Film i Väst,Flamboyance Films,Lemming Film,Plattform Produktion,SVT,Logical Pictures,Grand Slam Film Production,SF Studios",0.393824,108,63.0,88.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrifier 2,2022,Horror,"$10,962,499",0.25,12.1048,"Dark Age Cinema,Fuzz on the Lens Productions,Bloody Disgusting,The Coven,Gelt Films",15.74178,138,61.0,87.0,59.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kung Fu Panda 4,2024,"Animation, Action, Adventure","$193,590,620",80.0,23.0076,DreamWorks Animation,548.040835,94,63.0,71.0,54.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elvis,2022,"Biography, Drama, Music","$151,040,048",85.0,11.0668,"Warner Bros. Pictures,Bazmark,The Jackal Group",288.670284,159,73.0,77.0,64.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Land of Bad,2024,"Action, Thriller","$4,620,045",18.0,12.6668,"Broken Open Pictures,Volition Media Partners,Highland Film Group,Hoodlum Entertainment,R.U. Robot Studios,Moonbow,Gosdom Entertainment,Short Porch Pictures,The Avenue Entertainment",7.021101,113,66.0,67.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scream VI,2023,"Horror, Mystery, Thriller","$108,391,107",35.0,17.272,"Radio Silence,Project X Entertainment,Spyglass Media Group,Paramount Pictures",168.961389,123,64.0,77.0,61.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Wicked Little Letters,2023,"Comedy, Crime, Drama","$5,008,179",12.6,5.4714,"Blueprint Pictures,South of the River Pictures,Film4 Productions,People Person Pictures,StudioCanal",27.219729,100,70.0,80.0,58.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CODA,2021,"Comedy, Drama, Music",,10.0,12.7852,"Vendôme Pictures,Pathé,Picture Perfect Entertainment",1.905058,112,80.0,94.0,72.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Speak No Evil,2022,"Drama, Horror, Mystery",,3.2,9.4703,"Profile Pictures,OAK Motion Pictures",0.631249,97,66.0,84.0,78.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Matrix Resurrections,2021,"Action, Sci-Fi","$37,686,805",190.0,16.8116,"Warner Bros. Pictures,Village Roadshow Pictures,Venus Castina Productions",156.497322,147,56.0,63.0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Black Phone,2021,"Horror, Mystery, Thriller","$90,123,230",16.0,12.2893,"Blumhouse Productions,Crooked Highway",161.440742,103,69.0,81.0,65.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Missing,2023,"Drama, Mystery, Thriller","$32,502,025",7.0,9.4959,"Stage 6 Films,Search Party,Bazelevs Entertainment,Screen Gems",45.100756,111,71.0,88.0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Red Notice,2021,"Action, Comedy, Thriller",,160.0,13.3509,"Flynn Picture Company,Seven Bucks Productions,Bad Version",0.178143,118,63.0,37.0,37.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aquaman and the Lost Kingdom,2023,"Action, Adventure, Fantasy","$124,481,226",205.0,20.3209,"Warner Bros. Pictures,The Safran Company,Atomic Monster,DC Films,Domain Entertainment",439.381226,124,56.0,33.0,42.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuckoo,2024,"Horror, Mystery, Thriller","$6,217,733",7.0,7.0198,"Waypoint Entertainment,Fiction Park,NEON,100 Zeros",6.680396,103,57.0,79.0,62.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Cruella,2021,"Adventure, Comedy, Crime","$86,103,234",200.0,15.9521,"Walt Disney Pictures,Gunn Films,Marc Platt Productions",233.503234,134,73.0,75.0,59.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellboy: The Crooked Man,2024,"Action, Horror, Mystery",,20.0,8.0355,"Dark Horse Entertainment,Millennium Media,Telepool,Icon Productions",2.01405,100,45.0,37.0,45.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mean Girls,2024,"Comedy, Musical","$72,581,770",36.0,13.6788,"Little Stranger,Broadway Video,Paramount Pictures",104.573204,113,55.0,69.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Insidious: The Red Door,2023,"Horror, Mystery, Thriller","$82,156,962",16.0,12.4675,"Blumhouse Productions,Stage 6 Films,Screen Gems,Oren Peli Productions",189.086877,107,55.0,40.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Comedy","$214,504,909",388.369742,16.2929,"Marvel Studios,Kevin Feige Productions",476.07118,125,60.0,46.0,48.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Worst Person in the World,2021,"Comedy, Drama, Romance","$3,034,775",5.0,7.4806,"Oslo Pictures,MK2 Films,Film i Väst,Snowglobe,B-Reel Films,ARTE France Cinéma",12.687507,128,77.0,96.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Infinity Pool,2023,"Crime, Horror, Mystery","$5,078,400",4.5,35.9893,"Topic Studios,Elevation Pictures,Film Forge Productions,Hero Squared,Celluloid Dreams,NEON,Téléfilm Canada,Eurimages",5.0784,118,60.0,87.0,72.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The French Dispatch,2021,"Comedy, Drama, Romance","$16,124,375",25.0,8.605,"Searchlight Pictures,Indian Paintbrush,American Empirical Pictures",46.333545,108,71.0,75.0,75.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Expendables 4,2023,"Action, Adventure, Thriller","$16,710,153",100.0,10.9239,"Millennium Media,Campbell Grobman Films,Lionsgate,Nu Boyana Film Studios,Templeton Media,Davis Films,Media Capital Technologies",37.917985,103,48.0,14.0,30.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fabelmans,2022,Drama,"$17,348,945",40.0,14.0486,"Amblin Entertainment,Reliance Entertainment",45.629909,151,75.0,92.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Seed of the Sacred Fig,2024,"Crime, Drama, Thriller","$228,506",3.0,8.9397,"Parallel 45,Run Way Pictures,ARTE France Cinéma",6.50181,167,76.0,97.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Memoir of a Snail,2024,"Animation, Drama","$625,459",4.35,55.2536,"Arenamedia,Screen Australia",6.780428,94,78.0,95.0,83.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Army of the Dead,2021,"Action, Crime, Drama",,90.0,10.7503,The Stone Quarry,190.7,148,58.0,67.0,57.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnie-the-Pooh: Blood and Honey,2023,Horror,"$2,082,898",0.1,3.4781,"Jagged Edge Productions,ITN Distribution",7.717044,84,29.0,3.0,16.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Redeeming Love,2022,"Drama, Romance, Western","$9,214,020",30.0,11.4135,"Mission Pictures International,Advantage Entertainment,Pinnacle Peak Pictures,Nthibah Pictures",9.464198,134,67.0,11.0,32.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
The Killer's Game,2024,"Action, Comedy, Thriller","$5,404,378",30.0,12.539,"Dogbone Entertainment,Mad Chance,Endurance Media,K. JAM Media,TKG Productions,The Feature Film One",5.928351,104,58.0,46.0,36.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Haunting in Venice,2023,"Crime, Drama, Horror","$42,471,412",60.0,10.2929,"20th Century Studios,Scott Free Productions,The Mark Gordon Company,Genre Films,Agatha Christie Limited",121.4,104,65.0,75.0,63.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Are You There God? It's Me, Margaret.",2023,"Comedy, Drama, Family","$20,372,406",30.0,5.4906,"Gracie Films,Lionsgate",21.8,107,73.0,99.0,84.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Green Knight,2021,"Adventure, Drama, Fantasy","$17,173,321",15.0,8.0694,"A24,Bron Studios,Sailor Bear,Ley Line Entertainment,Wild Atlantic Pictures",18.887953,130,66.0,89.0,85.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"Animation, Action, Adventure","$118,700,272",75.0,15.7547,"Paramount Pictures,Nickelodeon Movies,Point Grey Pictures,Cinesite Animation,Mikros Animation",180.513586,100,72.0,95.0,74.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men,2022,"Drama, Fantasy, Horror","$7,587,853",6.5,5.8488,"A24,DNA Films",11.152071,100,60.0,69.0,65.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RRR,2022,"Action, Adventure, Drama","$15,156,051",69.0,11.8827,DVV Entertainment,160.0,185,78.0,96.0,83.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelma,2024,"Action, Comedy","$9,002,073",5.0,4.442,"Zurich Avenue,Invention Studios,Bandwagon",12.537071,98,70.0,98.0,77.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Gucci,2021,"Biography, Crime, Drama","$53,809,574",75.0,8.1068,"Metro-Goldwyn-Mayer,Bron Studios,Scott Free Productions",153.235995,158,66.0,62.0,59.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pope's Exorcist,2023,"Horror, Thriller","$20,009,380",18.0,14.8955,"Screen Gems,2.0 Entertainment,Loyola Productions",76.987621,103,61.0,50.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Watcher,2022,"Drama, Horror, Thriller","$1,961,207",5.0,6.9164,"Image Nation Abu Dhabi,Lost City,Spooky Pictures,AGC Studios",2.543216,96,63.0,88.0,72.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Miller's Girl,2024,"Comedy, Drama, Thriller",,4.0,6.7421,"Point Grey Pictures,Lionsgate",1.430985,93,52.0,,41.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Meg 2: The Trench,2023,"Action, Adventure, Horror","$82,600,317",129.0,17.774,"Apelles Entertainment,Warner Bros. Pictures,di Bonaventura Pictures,CMC Pictures,Onaroll Productions,DF Pictures",384.056482,116,50.0,27.0,40.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cocaine Bear,2023,"Comedy, Crime, Thriller","$64,670,240",32.5,13.3717,"Universal Pictures,Brownstone Productions,Lord Miller,Jurassic Party",88.314672,95,59.0,66.0,54.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Godzilla vs. Kong,2021,"Action, Sci-Fi, Thriller","$100,916,094",200.0,9.5449,Legendary Pictures,470.116094,114,63.0,76.0,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nightmare Alley,2021,"Crime, Drama, Thriller","$11,338,107",60.0,8.3702,"Searchlight Pictures,Double Dare You",39.629195,150,70.0,80.0,70.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Downton Abbey: A New Era,2022,"Drama, Romance","$44,141,550",40.0,7.1018,"Carnival Films,Focus Features",92.651384,124,74.0,86.0,63.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hypnotic,2023,"Action, Drama, Mystery","$4,500,169",70.0,7.1746,"Studio 8,Solstice Studios,Ingenious Media,Double R Productions",16.014123,93,55.0,32.0,53.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Snack Shack,2024,Comedy,"$455,708",3.0,10.0229,"T-Street,Paperclip,MRC",0.455708,112,70.0,82.0,64.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Rabbit 2: The Runaway,2021,"Animation, Adventure, Comedy","$40,501,717",45.0,8.8868,"Columbia Pictures,Olive Bridge Entertainment,Animal Logic,MRC,2.0 Entertainment",153.0,93,62.0,68.0,43.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amsterdam,2022,"Comedy, Drama, History","$14,947,969",80.0,7.2729,"DreamCrew,Keep Your Head Productions,Corazon Hayagriva,New Regency Productions,Regency Enterprises",31.24581,134,61.0,31.0,49.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,2023,"Action, Adventure, Sci-Fi","$32,062,904",45.0,80.5961,"Raimi Productions,Beck/Woods,Bron Studios,Columbia Pictures,TSG Entertainment",60.730568,92,54.0,36.0,40.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Invitation,2022,"Horror, Thriller","$25,100,080",10.0,6.5602,"Screen Gems,Latchkey",33.628,105,53.0,31.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Trolls Band Together,2023,"Animation, Adventure, Comedy","$102,996,915",95.0,16.1052,DreamWorks Animation,209.64603,91,60.0,64.0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortal Kombat,2021,"Action, Adventure, Fantasy","$42,326,031",20.0,12.5466,"Atomic Monster,Broken Road Productions,New Line Cinema",84.426031,110,61.0,55.0,44.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters: Afterlife,2021,"Adventure, Comedy, Fantasy","$129,471,867",75.0,9.7062,"Columbia Pictures,Bron Studios,The Montecito Picture Company,Ghost Corps",204.334455,124,70.0,63.0,45.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Society of the Snow,2023,"Adventure, Biography, Drama",,65.5,7.1304,"El Arriero Films,Misión de Audaces Films,Netflix",0.001281,144,78.0,90.0,72.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottoms,2023,Comedy,"$12,036,071",11.3,6.7771,"Brownstone Productions,Orion Pictures",12.976079,91,67.0,91.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titane,2021,"Drama, Horror, Sci-Fi","$1,442,988",6.6,5.5614,"Kazak Productions,ARTE France Cinéma,Frakas Productions,VOO,BeTV",4.982335,108,65.0,90.0,75.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
The Killer,2024,"Action, Thriller",,30.0,7.1694,"Universal Pictures,Atlas Entertainment,A Better Tomorrow Films,Entertainment One",0.318618,126,57.0,85.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hundreds of Beavers,2022,"Action, Adventure, Comedy","$666,174",0.15,2.7714,SRH,0.804017,108,76.0,97.0,82.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
